NewName,SiteUrl,StorageQuota,SiteOwner,SiteTemplate,GroupName
AMER-0802-QMS-QSR,https://validanto365.sharepoint.com/sites/OSAM-amer-0802-qms-qsr,500,Jhuson@validant.com,sts#3,
AMER-1468-STAFFAUG-RA-QA,https://validanto365.sharepoint.com/sites/OSAM-amer-1468-staffaug-ra-qa,500,Jhuson@validant.com,sts#3,
Amy's Tasks,https://validanto365.sharepoint.com/sites/OSAM-AmysTasks,500,Jhuson@validant.com,sts#3,
Amy's Test Kitchen,https://validanto365.sharepoint.com/sites/OSAM-AmysTestKitchen,500,Jhuson@validant.com,sts#3,
ANGE-1071-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-ange-1071-eu-mdr-transition,500,Jhuson@validant.com,sts#3,
ANGE-1201-QMS-13485-QSR,https://validanto365.sharepoint.com/sites/OSAM-ange-1201-qms-13485-qsr,500,Jhuson@validant.com,sts#3,
ANGE-1281-DOC-REM,https://validanto365.sharepoint.com/sites/OSAM-ange-1281-doc-rem,500,Jhuson@validant.com,sts#3,
ANGE-1370-DOC-REM,https://validanto365.sharepoint.com/sites/OSAM-ange-1370-doc-rem,500,Jhuson@validant.com,sts#3,
Apps,https://validanto365.sharepoint.com/sites/OSAM-appcatalog,500,Jhuson@validant.com,sts#3,
BALC-1321-AUDIT-13485,https://validanto365.sharepoint.com/sites/OSAM-balc-1321-audit-13485,500,Jhuson@validant.com,sts#3,
BAYE-0653-MOCK-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-baye-0653-mock-mdsap,500,Jhuson@validant.com,sts#3,
BAYE-0937-AUDIT-MDSAP-EUMDR,https://validanto365.sharepoint.com/sites/OSAM-baye-0937-audit-mdsap,500,Jhuson@validant.com,sts#3,
BAYE-1155-INTERNAL-MDR,https://validanto365.sharepoint.com/sites/OSAM-baye-1155-internal-mdr,500,Jhuson@validant.com,sts#3,
BAYE-1518-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-baye-1518-int-hyb,500,Jhuson@validant.com,sts#3,
BAYE-1549-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-baye-1549-int-hyb,500,Jhuson@validant.com,sts#3,
BAYE-1553-INTERNAL-62304,https://validanto365.sharepoint.com/sites/OSAM-baye-1553-internal-62304,500,Jhuson@validant.com,sts#3,
BAYE-CON-AXSESS-MDR-MARCH2019-0383,https://validanto365.sharepoint.com/sites/OSAM-baye-con-axsess-mdr-march2019-0383,500,Jhuson@validant.com,sts#3,
BBBI-1259-EUA,https://validanto365.sharepoint.com/sites/OSAM-bbbi-1259-eua,500,Jhuson@validant.com,sts#3,
BEMI-0545-510(K),https://validanto365.sharepoint.com/sites/OSAM-bemi-0545-510k,500,Jhuson@validant.com,sts#3,
BIOH-0929-CEMARK,https://validanto365.sharepoint.com/sites/OSAM-bioh-0929-cemark,500,Jhuson@validant.com,sts#3,
BIOH-1164-AXSESS-MDR,https://validanto365.sharepoint.com/sites/OSAM-bioh-1164-axsess-mdr,500,Jhuson@validant.com,sts#3,
BIOL-1546-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-biol-1546-eu-mdr-transition,500,Jhuson@validant.com,sts#3,
BIOR-1215-AUDIT-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-bior-1215-audit-mdsap,500,Jhuson@validant.com,sts#3,
BIOS-1265-BASE-IVDR,https://validanto365.sharepoint.com/sites/OSAM-bios-1265-base-ivdr,500,Jhuson@validant.com,sts#3,
BMS Management,https://validanto365.sharepoint.com/sites/OSAM-BMSManagement,500,Jhuson@validant.com,sts#3,
Bobby's Working Documents,https://validanto365.sharepoint.com/sites/OSAM-BobbysWorkingDocuments,500,Jhuson@validant.com,sts#3,
BOST-1424-STAFFAUG-RA-QA,https://validanto365.sharepoint.com/sites/OSAM-bost-1424-staffaug-ra-qa,500,Jhuson@validant.com,sts#3,
BOST-1602-SOFTWARE_CON,https://validanto365.sharepoint.com/sites/OSAM-bost-1602-software_con,500,Jhuson@validant.com,sts#3,
BSCI Superheroes,https://validanto365.sharepoint.com/sites/OSAM-BSCISuperheroes,500,Jhuson@validant.com,sts#3,
CAPA,https://validanto365.sharepoint.com/sites/OSAM-CAPA,500,Jhuson@validant.com,sts#3,
CAPT-1087-AUDIT-QSR,https://validanto365.sharepoint.com/sites/OSAM-capt-1087-audit-qsr,500,Jhuson@validant.com,sts#3,
CAPT-1568-AUDIT-QSR,https://validanto365.sharepoint.com/sites/OSAM-capt-1568-audit-qsr,500,Jhuson@validant.com,sts#3,
Catalog,https://validanto365.sharepoint.com/sites/OSAM-Catalog,500,Jhuson@validant.com,sts#3,
CERNER-CON-MOCK-MDSAP-JAN2018-0103,https://validanto365.sharepoint.com/sites/OSAM-cerner-con-mock-mdsap-jan2018-0103,500,Jhuson@validant.com,sts#3,
Charter Medical EU MDR Project,https://validanto365.sharepoint.com/sites/OSAM-CharterMedicalEUMDRProject,500,Jhuson@validant.com,sts#3,
Chemence Medical Scoping,https://validanto365.sharepoint.com/sites/OSAM-chemencemedicalscoping,500,Jhuson@validant.com,sts#3,
CHUR-1019-CEMARK,https://validanto365.sharepoint.com/sites/OSAM-chur-1019-cemark,500,Jhuson@validant.com,sts#3,
CHUR-1300-DOC-REM,https://validanto365.sharepoint.com/sites/OSAM-chur-1300-doc-rem,500,Jhuson@validant.com,sts#3,
CHUR-1357-DOC-REM,https://validanto365.sharepoint.com/sites/OSAM-chur-1357-doc-rem,500,Jhuson@validant.com,sts#3,
CHUR-1358-DOC-REM,https://validanto365.sharepoint.com/sites/OSAM-chur-1358-doc-rem,500,Jhuson@validant.com,sts#3,
CHUR-1530-QMS-HARMONIZATION,https://validanto365.sharepoint.com/sites/OSAM-chur-1530-qms-harmonization,500,Jhuson@validant.com,sts#3,
CHUR-1612-REGSTRAT-EU+US,https://validanto365.sharepoint.com/sites/OSAM-chur-1612-regstrat-euus,500,Jhuson@validant.com,sts#3,
COLL-1402-AUDIT-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-coll-1402-audit-mdsap,500,Jhuson@validant.com,sts#3,
Communications Team Chat,https://validanto365.sharepoint.com/sites/OSAM-CommunicationsTeamChat,500,Jhuson@validant.com,sts#3,
CON-510(K)-OPTO-0047,https://validanto365.sharepoint.com/sites/OSAM-con-510k-opto-0047,500,Jhuson@validant.com,sts#3,
CON-510(K)-SNOO-0022,https://validanto365.sharepoint.com/sites/OSAM-con-510k-snoo-0022,500,Jhuson@validant.com,sts#3,
CON-ASSESS13458-SPAC-0007,https://validanto365.sharepoint.com/sites/OSAM-con-assess13458-spac-0007,500,Jhuson@validant.com,sts#3,
CON-AUDIT-13485/QSR-PHYS-0011,https://validanto365.sharepoint.com/sites/OSAM-con-audit-13485qsr-phys-0011,500,Jhuson@validant.com,sts#3,
CON-AUDIT-QSR-PHYS-0048,https://validanto365.sharepoint.com/sites/OSAM-con-audit-qsr-phys-0048,500,Jhuson@validant.com,sts#3,
CON-BASELINE-13458/QSR-JENX-0043,https://validanto365.sharepoint.com/sites/OSAM-con-baseline-13458qsr-jenx-0043,500,Jhuson@validant.com,sts#3,
CON-DMAIC-OCTA-0031,https://validanto365.sharepoint.com/sites/OSAM-octaq02-2017dmaicconsulting,500,Jhuson@validant.com,sts#3,
CON-FDA483-ADBI-0015,https://validanto365.sharepoint.com/sites/OSAM-adb,500,Jhuson@validant.com,sts#3,
CON-RA/QACONSULT-12SI-0013,https://validanto365.sharepoint.com/sites/OSAM-con-raqaconsult-12si-0013,500,Jhuson@validant.com,sts#3,
CON-RA/QACONSULT-CIVC-0075,https://validanto365.sharepoint.com/sites/OSAM-con-raqaconsult-civc-0075,500,Jhuson@validant.com,sts#3,
CON-RA/QACONSULT-PHYS-0010,https://validanto365.sharepoint.com/sites/OSAM-con-raqaconsult-phys-0010,500,Jhuson@validant.com,sts#3,
CON-RA/QACONSULT-TISS-0005,https://validanto365.sharepoint.com/sites/OSAM-con-raqaconsult-tiss-0005,500,Jhuson@validant.com,sts#3,
CON-STRAT-GLOBAL-ADBI-0029,https://validanto365.sharepoint.com/sites/OSAM-con-strat-global-adbi-0029,500,Jhuson@validant.com,sts#3,
Consulting Project Management,https://validanto365.sharepoint.com/sites/OSAM-ConsultingProjectManagement,500,Jhuson@validant.com,sts#3,
CON-SUPPLIERAUDIT-CORN-0083,https://validanto365.sharepoint.com/sites/OSAM-con-supplieraudit-corn-0083,500,Jhuson@validant.com,sts#3,
ConvaTec-Green Belt Projects-Deeside,https://validanto365.sharepoint.com/sites/OSAM-convatec-greenbeltprojects-deeside,500,Jhuson@validant.com,sts#3,
ConvaTec-Green Belt Projects-Haina,https://validanto365.sharepoint.com/sites/OSAM-convatec-greenbeltprojects-haina,500,Jhuson@validant.com,sts#3,
ConvaTec-Green Belt Projects-North Carolina,https://validanto365.sharepoint.com/sites/OSAM-convatec-greenbeltprojects-northcarolina,500,Jhuson@validant.com,sts#3,
COOK-0869-AXSESS-MDR,https://validanto365.sharepoint.com/sites/OSAM-cook-0869-axsess-mdr,500,Jhuson@validant.com,sts#3,
COOP-0591-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-coop-0591-eu-mdr-transition,500,Jhuson@validant.com,sts#3,
COOP-0607-STAFFAUG-RA-QA,https://validanto365.sharepoint.com/sites/OSAM-coop-0607-staffaug-ra-qa,500,Jhuson@validant.com,sts#3,
COOP-0945-PRODUCT SUBMISSIONS: JPN,https://validanto365.sharepoint.com/sites/OSAM-coop-0945-productsubmissionsjpn,500,Jhuson@validant.com,sts#3,
COOP-1047-SOFTWARE_CON,https://validanto365.sharepoint.com/sites/OSAM-coop-1047-software_con,500,Jhuson@validant.com,sts#3,
COOP-1133-NPSW-VALIDATION,https://validanto365.sharepoint.com/sites/OSAM-coop-1133-npsw-validation,500,Jhuson@validant.com,sts#3,
COOP-1176-AXSESS-MDR,https://validanto365.sharepoint.com/sites/OSAM-coop-1176-axsess-mdr,500,Jhuson@validant.com,sts#3,
COOP-1181-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-coop-1181-eu-mdr-transition,500,Jhuson@validant.com,sts#3,
COOP-1193-STAFFAUG-RA-QA,https://validanto365.sharepoint.com/sites/OSAM-coop-1193-staffaug-ra-qa,500,Jhuson@validant.com,sts#3,
Cooper Surgical 2021,https://validanto365.sharepoint.com/sites/OSAM-coopersurgical2021,500,Jhuson@validant.com,sts#3,
Cooper Surgical Hold File,https://validanto365.sharepoint.com/sites/OSAM-coopersurgicalholdfile,500,Jhuson@validant.com,sts#3,
Cooper Surgical Product Remediation COOP-0645-CEMARK,https://validanto365.sharepoint.com/sites/OSAM-coopersurgicalproductremediationcoop-0645-cemark,500,Jhuson@validant.com,sts#3,
CooperSurgical,https://validanto365.sharepoint.com/sites/OSAM-coopersurgical,500,Jhuson@validant.com,sts#3,
CooperSurgical-QMS,https://validanto365.sharepoint.com/sites/OSAM-coopersurgical-qms,500,Jhuson@validant.com,sts#3,
COVID-19 TEAM 1 (VIRTUAL TRAINING),https://validanto365.sharepoint.com/sites/OSAM-COVID-19TEAM1VIRTUALTRAINING,500,Jhuson@validant.com,sts#3,
CRES-1210-QMS-ISO9,https://validanto365.sharepoint.com/sites/OSAM-cres-1210-qms-iso9,500,Jhuson@validant.com,sts#3,
CRM Internal Project,https://validanto365.sharepoint.com/sites/OSAM-crminternalproject,500,Jhuson@validant.com,sts#3,
CRS Course Development,https://validanto365.sharepoint.com/sites/OSAM-crscoursedevelopment,500,Jhuson@validant.com,sts#3,
Current Projects,https://validanto365.sharepoint.com/sites/OSAM-CurrentProjects,500,Jhuson@validant.com,sts#3,
Custom Courses,https://validanto365.sharepoint.com/sites/OSAM-CustomCourses,500,Jhuson@validant.com,sts#3,
DEandI,https://validanto365.sharepoint.com/sites/OSAM-deandi,500,Jhuson@validant.com,sts#3,
DEEP-0965-BASELINE-13485,https://validanto365.sharepoint.com/sites/OSAM-deep-0965-baseline-13485,500,Jhuson@validant.com,sts#3,
DEnI,https://validanto365.sharepoint.com/sites/OSAM-DEnI,500,Jhuson@validant.com,sts#3,
Draeger Medical -MOCK-MDSAP-APR2018-0108,https://validanto365.sharepoint.com/sites/OSAM-draegermedical-mock-mdsap-apr2018-0108,500,Jhuson@validant.com,sts#3,
DUKA-1505-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-duka-1505-eu-mdr-transition,500,Jhuson@validant.com,sts#3,
ECLI-0950-STAFFAUG-RA-QA,https://validanto365.sharepoint.com/sites/OSAM-ecli-0950-staffaug-ra-qa,500,Jhuson@validant.com,sts#3,
eCW pre-engagement info,https://validanto365.sharepoint.com/sites/OSAM-eCWpre-engagementinfo,500,Jhuson@validant.com,sts#3,
EITA-1276-AXSESS-MDR,https://validanto365.sharepoint.com/sites/OSAM-eita-1276-axsess-mdr,500,Jhuson@validant.com,sts#3,
eLearning Team,https://validanto365.sharepoint.com/sites/OSAM-eLearningTeam,500,Jhuson@validant.com,sts#3,
ELEV-0777-BASELINE-13485,https://validanto365.sharepoint.com/sites/OSAM-elev-0777-baseline-13485,500,Jhuson@validant.com,sts#3,
ELEV-0777-BASELINE-13485-NEW,https://validanto365.sharepoint.com/sites/OSAM-elev-0777-baseline-13485-new,500,Jhuson@validant.com,sts#3,
EMF update,https://validanto365.sharepoint.com/sites/OSAM-EMFupdate,500,Jhuson@validant.com,sts#3,
EMF-VILT EU MDR Implementation Training,https://validanto365.sharepoint.com/sites/OSAM-EMF-VILTEUMDRImplementationTraining,500,Jhuson@validant.com,sts#3,
ERCH-0493-AXSESS-MDR,https://validanto365.sharepoint.com/sites/OSAM-erch-0493-axsess-mdr,500,Jhuson@validant.com,sts#3,
ERCH-0578-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-erch-0578-base-mdr,500,Jhuson@validant.com,sts#3,
ETHI-0681-AXSESS-MDR,https://validanto365.sharepoint.com/sites/OSAM-ethi-0681-axsess-mdr,500,Jhuson@validant.com,sts#3,
ETHI-1393-INTERNAL-MDR,https://validanto365.sharepoint.com/sites/OSAM-ethi-1393-internal-mdr,500,Jhuson@validant.com,sts#3,
EU MDR Auditor Qualification,https://validanto365.sharepoint.com/sites/OSAM-eumdrauditorqualification,500,Jhuson@validant.com,sts#3,
EU MDR Modules,https://validanto365.sharepoint.com/sites/OSAM-EUMDRModules,500,Jhuson@validant.com,sts#3,
EYEQ-1381-QMS-13485-QSR,https://validanto365.sharepoint.com/sites/OSAM-eyeq-1381-qms-13485-qsr,500,Jhuson@validant.com,sts#3,
FACI-0817-EUA,https://validanto365.sharepoint.com/sites/OSAM-faci-0817-eua,500,Jhuson@validant.com,sts#3,
Feedback,https://validanto365.sharepoint.com/sites/OSAM-Feedback,500,Jhuson@validant.com,sts#3,
Flowmet-AUDIT-13485-9001-APR2018-0193,https://validanto365.sharepoint.com/sites/OSAM-flowmet-audit-13485-9001-apr2018-0193,500,Jhuson@validant.com,sts#3,
FUJIREBIO-MOCK-MDSAP-JAN2018-0119,https://validanto365.sharepoint.com/sites/OSAM-fuji-mock-mdsap-jan2018-0119,500,Jhuson@validant.com,sts#3,
Gasco Team,https://validanto365.sharepoint.com/sites/OSAM-gascoteam,500,Jhuson@validant.com,sts#3,
GB Minitab Update,https://validanto365.sharepoint.com/sites/OSAM-GBMinitabUpdate,500,Jhuson@validant.com,sts#3,
GENE-0466-510(K),https://validanto365.sharepoint.com/sites/OSAM-gene-0466-510k,500,Jhuson@validant.com,sts#3,
GENE-1340-MOCK-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-gene-1340-mock-mdsap,500,Jhuson@validant.com,sts#3,
Genomic Health,https://validanto365.sharepoint.com/sites/OSAM-genomichealth,500,Jhuson@validant.com,sts#3,
Getinge-PMA-VILT-Session,https://validanto365.sharepoint.com/sites/OSAM-getinge-pma-vilt-session,500,Jhuson@validant.com,sts#3,
GLOB-0935-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-glob-0935-usregstrat,500,Jhuson@validant.com,sts#3,
GLWM-1298-FDAMOCKAUDIT,https://validanto365.sharepoint.com/sites/OSAM-glwm-1298-fdamockaudit,500,Jhuson@validant.com,sts#3,
GRAI-1555-PREASS-IVDR,https://validanto365.sharepoint.com/sites/OSAM-grai-1555-preass-ivdr,500,Jhuson@validant.com,sts#3,
Green Belt Files for Newell Brands License 2021,https://validanto365.sharepoint.com/sites/OSAM-NewellBrandsGBLicense2021,500,Jhuson@validant.com,sts#3,
GSKC-0686-BASELINE-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-gskc-0686-baseline-mdsap,500,Jhuson@validant.com,sts#3,
HENG-1542-REGSTRAT-EU+US,https://validanto365.sharepoint.com/sites/OSAM-heng-1542-regstrat-euus,500,Jhuson@validant.com,sts#3,
HRT-CON-REG-STRAT-Aug 2018-0259 & QSR-Oct-0281,https://validanto365.sharepoint.com/sites/OSAM-hrt-con-reg-strat-global-aug2018-0259,500,Jhuson@validant.com,sts#3,
IDET-1392-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-idet-1392-usregstrat,500,Jhuson@validant.com,sts#3,
IMAG-0964-FDAMOCKAUDIT,https://validanto365.sharepoint.com/sites/OSAM-imag-0964-fdamockaudit,500,Jhuson@validant.com,sts#3,
INFL-1056-QMS-QSR,https://validanto365.sharepoint.com/sites/OSAM-infl-1056-qms-qsr,500,Jhuson@validant.com,sts#3,
INFU-0738-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-infu-0738-base-mdr,500,Jhuson@validant.com,sts#3,
INNA-1307-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-inna-1307-usregstrat,500,Jhuson@validant.com,sts#3,
Inputs,https://validanto365.sharepoint.com/sites/OSAM-Inputs,500,Jhuson@validant.com,sts#3,
Inputs to Training Materials,https://validanto365.sharepoint.com/sites/OSAM-InputstoTrainingMaterials,500,Jhuson@validant.com,sts#3,
INST-1150-REGSTRAT-EU+US,https://validanto365.sharepoint.com/sites/OSAM-inst-1150-regstrat-euus,500,Jhuson@validant.com,sts#3,
INST-1292-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-inst-1292-usregstrat,500,Jhuson@validant.com,sts#3,
Instructor Training Materials,https://validanto365.sharepoint.com/sites/OSAM-Instructor_Files,500,Jhuson@validant.com,sts#3,
INTE-0728-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-inte-0728-int-hyb,500,Jhuson@validant.com,sts#3,
Internal Audit,https://validanto365.sharepoint.com/sites/OSAM-InternalAudit,500,Jhuson@validant.com,sts#3,
INTERNAL TRAINING,https://validanto365.sharepoint.com/sites/OSAM-internaltraining,500,Jhuson@validant.com,sts#3,
INTU-1203-AUDIT-14000,https://validanto365.sharepoint.com/sites/OSAM-intu-1203-audit-14000,500,Jhuson@validant.com,sts#3,
INVI-1268-IVDR-CON,https://validanto365.sharepoint.com/sites/OSAM-invi-1268-ivdr-con,500,Jhuson@validant.com,sts#3,
IOPI-0987-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-iopi-0987-audit-13485qsr,500,Jhuson@validant.com,sts#3,
IOPI-1464-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-iopi-1464-audit-13485qsr,500,Jhuson@validant.com,sts#3,
IOQ Crew,https://validanto365.sharepoint.com/sites/OSAM-IOQCrew,500,Jhuson@validant.com,sts#3,
IRHY-1061-MOCK-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-irhy-1061-mock-mdsap,500,Jhuson@validant.com,sts#3,
IRHY-1476-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-irhy-1476-int-hyb,500,Jhuson@validant.com,sts#3,
IT Admin,https://validanto365.sharepoint.com/sites/OSAM-ITAdmin,500,Jhuson@validant.com,sts#3,
ITWM-1284-CEMARK,https://validanto365.sharepoint.com/sites/OSAM-itwm-1284-cemark,500,Jhuson@validant.com,sts#3,
IVOC-1211-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-ivoc-1211-int-hyb,500,Jhuson@validant.com,sts#3,
JAME-0942-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-jame-0942-usregstrat,500,Jhuson@validant.com,sts#3,
JOER-0455-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-joer-0455-base-mdr,500,Jhuson@validant.com,sts#3,
JOHN-0625-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-john-0625-eu-mdr-transition,500,Jhuson@validant.com,sts#3,
JOHN-0899-QMS-QSR,https://validanto365.sharepoint.com/sites/OSAM-john-0899-qms-qsr,500,Jhuson@validant.com,sts#3,
Johnson and Johnson,https://validanto365.sharepoint.com/sites/OSAM-johnsonandjohnson,500,Jhuson@validant.com,sts#3,
JUBI-0740-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-jubi-0740-base-mdr,500,Jhuson@validant.com,sts#3,
Jubilant EU MDR Transition Project OSAM Peeps,https://validanto365.sharepoint.com/sites/OSAM-JubilantEUMDRTransitionProjectOSAMPeeps,500,Jhuson@validant.com,sts#3,
Just me,https://validanto365.sharepoint.com/sites/OSAM-Justme,500,Jhuson@validant.com,sts#3,
KB Project Planner,https://validanto365.sharepoint.com/sites/OSAM-KBProjectPlanner,500,Jhuson@validant.com,sts#3,
KING-1517-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-king-1517-usregstrat,500,Jhuson@validant.com,sts#3,
KLS-MOCK-MDSAP-DEC2017-0079,https://validanto365.sharepoint.com/sites/OSAM-kls-mock-mdsap-dec2017-0079,500,Jhuson@validant.com,sts#3,
KORU Medical Systems Internal Audit - Nov 2021,https://validanto365.sharepoint.com/sites/OSAM-KORUMedicalSystemsInternalAudit-Nov2021,500,Jhuson@validant.com,sts#3,
KORU-0711-AUDIT-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-koru-0711-audit-mdsap,500,Jhuson@validant.com,sts#3,
KORU-1399-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-koru-1399-base-mdr,500,Jhuson@validant.com,sts#3,
KORU-1511-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-koru-1511-int-hyb,500,Jhuson@validant.com,sts#3,
KORU-1556-DOC-REM,https://validanto365.sharepoint.com/sites/OSAM-koru-1556-doc-rem,500,Jhuson@validant.com,sts#3,
KOVEN-ASSESS-QSR-13485-NOV2017-0100,https://validanto365.sharepoint.com/sites/OSAM-koven-assess-qsr-13485-nov2017-0100,500,Jhuson@validant.com,sts#3,
KTHE-0663-QMS-13485-QSR,https://validanto365.sharepoint.com/sites/OSAM-kthe-0663-qms-13485-qsr,500,Jhuson@validant.com,sts#3,
LACR-0785-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-lacr-0785-audit-13485qsr,500,Jhuson@validant.com,sts#3,
LACR-1042-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-lacr-1042-base-mdr,500,Jhuson@validant.com,sts#3,
LACR-1288-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-lacr-1288-audit-13485qsr,500,Jhuson@validant.com,sts#3,
LeadershipTeam,https://validanto365.sharepoint.com/sites/OSAM-LeadershipTeam,500,Jhuson@validant.com,sts#3,
Libby Farrelly PM,https://validanto365.sharepoint.com/sites/OSAM-LibbyFarrellyPM,500,Jhuson@validant.com,sts#3,
Lo que sea,https://validanto365.sharepoint.com/sites/OSAM-Loquesea,500,Jhuson@validant.com,sts#3,
LUME-0514-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-lume-eu-mdr-transition-jan2019-0315,500,Jhuson@validant.com,sts#3,
LUME-0725-FDA-INSPECTION READINESS,https://validanto365.sharepoint.com/sites/OSAM-lume-0725-fda-inspectionreadiness,500,Jhuson@validant.com,sts#3,
LUME-1041-DOC-REM,https://validanto365.sharepoint.com/sites/OSAM-lume-1041-doc-rem,500,Jhuson@validant.com,sts#3,
LUME-1481-SUPPLIER-AUDIT-13485,https://validanto365.sharepoint.com/sites/OSAM-lume-1481-supplier-audit-13485,500,Jhuson@validant.com,sts#3,
LUME-1596-SUPPLIER-AUDIT-QSR-13485,https://validanto365.sharepoint.com/sites/OSAM-lume-1596-supplier-audit-qsr-13485,500,Jhuson@validant.com,sts#3,
LUPI-1415-CEMARK,https://validanto365.sharepoint.com/sites/OSAM-lupi-1415-cemark,500,Jhuson@validant.com,sts#3,
LUTO-CON-QMS-13485-QSR-Aug 2018-0271,https://validanto365.sharepoint.com/sites/OSAM-luto-con-qms-13485-qsr-aug2018-0271,500,Jhuson@validant.com,sts#3,
Lynch,https://validanto365.sharepoint.com/sites/OSAM-Lynch,500,Jhuson@validant.com,sts#3,
MALL-0977-AXSESS-MDR,https://validanto365.sharepoint.com/sites/OSAM-mall-0977-axsess-mdr,500,Jhuson@validant.com,sts#3,
Marash Family Docs,https://validanto365.sharepoint.com/sites/OSAM-MarashFamilyDocs,500,Jhuson@validant.com,sts#3,
MART-0876-510(K),https://validanto365.sharepoint.com/sites/OSAM-mart-0876-510k,500,Jhuson@validant.com,sts#3,
MART-1021-QMS-QSR,https://validanto365.sharepoint.com/sites/OSAM-mart-1021-qms-qsr,500,Jhuson@validant.com,sts#3,
MART-1487-QMS-QSR,https://validanto365.sharepoint.com/sites/OSAM-mart-1487-qms-qsr,500,Jhuson@validant.com,sts#3,
