NewName,SiteURL,StorageQuota,SiteOwner,SiteTemplate
OSAM-BOST-1602-SOFTWARE_CON,https://validanto365.sharepoint.com/sites/OSAM-BOST-1602-SOFTWARE_CON,500,JHuson@Validant.com,STS#3
OSAM-BSCI Superheroes,https://validanto365.sharepoint.com/sites/OSAM-BSCI Superheroes,500,JHuson@Validant.com,STS#3
OSAM-CAPA,https://validanto365.sharepoint.com/sites/OSAM-CAPA,500,JHuson@Validant.com,STS#3
OSAM-CAPT-1087-AUDIT-QSR,https://validanto365.sharepoint.com/sites/OSAM-CAPT-1087-AUDIT-QSR,500,JHuson@Validant.com,STS#3
OSAM-CAPT-1568-AUDIT-QSR,https://validanto365.sharepoint.com/sites/OSAM-CAPT-1568-AUDIT-QSR,500,JHuson@Validant.com,STS#3
OSAM-Catalog,https://validanto365.sharepoint.com/sites/OSAM-Catalog,500,JHuson@Validant.com,STS#3
OSAM-CERNER-CON-MOCK-MDSAP-JAN2018-0103,https://validanto365.sharepoint.com/sites/OSAM-CERNER-CON-MOCK-MDSAP-JAN2018-0103,500,JHuson@Validant.com,STS#3
OSAM-Charter Medical EU MDR Project,https://validanto365.sharepoint.com/sites/OSAM-Charter Medical EU MDR Project,500,JHuson@Validant.com,STS#3
OSAM-Chemence Medical Scoping,https://validanto365.sharepoint.com/sites/OSAM-Chemence Medical Scoping,500,JHuson@Validant.com,STS#3
OSAM-CHUR-1019-CEMARK,https://validanto365.sharepoint.com/sites/OSAM-CHUR-1019-CEMARK,500,JHuson@Validant.com,STS#3
OSAM-CHUR-1300-DOC-REM,https://validanto365.sharepoint.com/sites/OSAM-CHUR-1300-DOC-REM,500,JHuson@Validant.com,STS#3
OSAM-CHUR-1357-DOC-REM,https://validanto365.sharepoint.com/sites/OSAM-CHUR-1357-DOC-REM,500,JHuson@Validant.com,STS#3
OSAM-CHUR-1358-DOC-REM,https://validanto365.sharepoint.com/sites/OSAM-CHUR-1358-DOC-REM,500,JHuson@Validant.com,STS#3
OSAM-CHUR-1530-QMS-HARMONIZATION,https://validanto365.sharepoint.com/sites/OSAM-CHUR-1530-QMS-HARMONIZATION,500,JHuson@Validant.com,STS#3
OSAM-CHUR-1612-REGSTRAT-EU+US,https://validanto365.sharepoint.com/sites/OSAM-CHUR-1612-REGSTRAT-EU+US,500,JHuson@Validant.com,STS#3
OSAM-COLL-1402-AUDIT-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-COLL-1402-AUDIT-MDSAP,500,JHuson@Validant.com,STS#3
OSAM-Communications Team Chat,https://validanto365.sharepoint.com/sites/OSAM-Communications Team Chat,500,JHuson@Validant.com,STS#3
OSAM-CON-510(K)-OPTO-0047,https://validanto365.sharepoint.com/sites/OSAM-CON-510(K)-OPTO-0047,500,JHuson@Validant.com,STS#3
OSAM-CON-510(K)-SNOO-0022,https://validanto365.sharepoint.com/sites/OSAM-CON-510(K)-SNOO-0022,500,JHuson@Validant.com,STS#3
OSAM-CON-ASSESS13458-SPAC-0007,https://validanto365.sharepoint.com/sites/OSAM-CON-ASSESS13458-SPAC-0007,500,JHuson@Validant.com,STS#3
OSAM-CON-AUDIT-13485/QSR-PHYS-0011,https://validanto365.sharepoint.com/sites/OSAM-CON-AUDIT-13485/QSR-PHYS-0011,500,JHuson@Validant.com,STS#3
OSAM-CON-AUDIT-QSR-PHYS-0048,https://validanto365.sharepoint.com/sites/OSAM-CON-AUDIT-QSR-PHYS-0048,500,JHuson@Validant.com,STS#3
OSAM-CON-BASELINE-13458/QSR-JENX-0043,https://validanto365.sharepoint.com/sites/OSAM-CON-BASELINE-13458QSR-JENX-0043,500,JHuson@Validant.com,STS#3
OSAM-CON-DMAIC-OCTA-0031,https://validanto365.sharepoint.com/sites/OSAM-CON-DMAIC-OCTA-0031,500,JHuson@Validant.com,STS#3
OSAM-CON-FDA483-ADBI-0015,https://validanto365.sharepoint.com/sites/OSAM-CON-FDA483-ADBI-0015,500,JHuson@Validant.com,STS#3
OSAM-CON-RA/QACONSULT-12SI-0013,https://validanto365.sharepoint.com/sites/OSAM-CON-RAQACONSULT-12SI-0013,500,JHuson@Validant.com,STS#3
OSAM-CON-RA/QACONSULT-CIVC-0075,https://validanto365.sharepoint.com/sites/OSAM-CON-RAQACONSULT-CIVC-0075,500,JHuson@Validant.com,STS#3
OSAM-CON-RA/QACONSULT-PHYS-0010,https://validanto365.sharepoint.com/sites/OSAM-CON-RAQACONSULT-PHYS-0010,500,JHuson@Validant.com,STS#3
OSAM-CON-RA/QACONSULT-TISS-0005,https://validanto365.sharepoint.com/sites/OSAM-CON-RAQACONSULT-TISS-0005,500,JHuson@Validant.com,STS#3
OSAM-CON-STRAT-GLOBAL-ADBI-0029,https://validanto365.sharepoint.com/sites/OSAM-CON-STRAT-GLOBAL-ADBI-0029,500,JHuson@Validant.com,STS#3
OSAM-Consulting Project Management,https://validanto365.sharepoint.com/sites/OSAM-Consulting Project Management,500,JHuson@Validant.com,STS#3
OSAM-CON-SUPPLIERAUDIT-CORN-0083,https://validanto365.sharepoint.com/sites/OSAM-CON-SUPPLIERAUDIT-CORN-0083,500,JHuson@Validant.com,STS#3
OSAM-ConvaTec-Green Belt Projects-Deeside,https://validanto365.sharepoint.com/sites/OSAM-ConvaTec-Green Belt Projects-Deeside,500,JHuson@Validant.com,STS#3
OSAM-ConvaTec-Green Belt Projects-Haina,https://validanto365.sharepoint.com/sites/OSAM-ConvaTec-Green Belt Projects-Haina,500,JHuson@Validant.com,STS#3
OSAM-ConvaTec-Green Belt Projects-North Carolina,https://validanto365.sharepoint.com/sites/OSAM-ConvaTec-Green Belt Projects-North Carolina,500,JHuson@Validant.com,STS#3
OSAM-COOK-0869-AXSESS-MDR,https://validanto365.sharepoint.com/sites/OSAM-COOK-0869-AXSESS-MDR,500,JHuson@Validant.com,STS#3
OSAM-COOP-0591-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-COOP-0591-EU-MDR-TRANSITION,500,JHuson@Validant.com,STS#3
OSAM-COOP-0607-STAFFAUG-RA-QA,https://validanto365.sharepoint.com/sites/OSAM-COOP-0607-STAFFAUG-RA-QA,500,JHuson@Validant.com,STS#3
OSAM-COOP-0945-PRODUCT SUBMISSIONS: JPN,https://validanto365.sharepoint.com/sites/OSAM-COOP-0945-PRODUCT SUBMISSIONSJPN,500,JHuson@Validant.com,STS#3
OSAM-COOP-1047-SOFTWARE_CON,https://validanto365.sharepoint.com/sites/OSAM-COOP-1047-SOFTWARE_CON,500,JHuson@Validant.com,STS#3
OSAM-COOP-1133-NPSW-VALIDATION,https://validanto365.sharepoint.com/sites/OSAM-COOP-1133-NPSW-VALIDATION,500,JHuson@Validant.com,STS#3
OSAM-COOP-1176-AXSESS-MDR,https://validanto365.sharepoint.com/sites/OSAM-COOP-1176-AXSESS-MDR,500,JHuson@Validant.com,STS#3
OSAM-COOP-1181-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-COOP-1181-EU-MDR-TRANSITION,500,JHuson@Validant.com,STS#3
OSAM-COOP-1193-STAFFAUG-RA-QA,https://validanto365.sharepoint.com/sites/OSAM-COOP-1193-STAFFAUG-RA-QA,500,JHuson@Validant.com,STS#3
OSAM-Cooper Surgical 2021,https://validanto365.sharepoint.com/sites/OSAM-Cooper Surgical 2021,500,JHuson@Validant.com,STS#3
OSAM-Cooper Surgical Hold File,https://validanto365.sharepoint.com/sites/OSAM-Cooper Surgical Hold File,500,JHuson@Validant.com,STS#3
OSAM-Cooper Surgical Product Remediation COOP-0645-CEMARK,https://validanto365.sharepoint.com/sites/OSAM-Cooper Surgical Product Remediation COOP-0645-CEMARK,500,JHuson@Validant.com,STS#3
OSAM-CooperSurgical,https://validanto365.sharepoint.com/sites/OSAM-CooperSurgical,500,JHuson@Validant.com,STS#3
OSAM-CooperSurgical-QMS,https://validanto365.sharepoint.com/sites/OSAM-CooperSurgical-QMS,500,JHuson@Validant.com,STS#3
OSAM-COVID-19 TEAM 1 (VIRTUAL TRAINING),https://validanto365.sharepoint.com/sites/OSAM-COVID-19 TEAM 1 (VIRTUAL TRAINING),500,JHuson@Validant.com,STS#3
OSAM-CRES-1210-QMS-ISO9,https://validanto365.sharepoint.com/sites/OSAM-CRES-1210-QMS-ISO9,500,JHuson@Validant.com,STS#3
OSAM-CRM Internal Project,https://validanto365.sharepoint.com/sites/OSAM-CRM Internal Project,500,JHuson@Validant.com,STS#3
OSAM-CRS Course Development,https://validanto365.sharepoint.com/sites/OSAM-CRS Course Development,500,JHuson@Validant.com,STS#3
OSAM-Current Projects,https://validanto365.sharepoint.com/sites/OSAM-Current Projects,500,JHuson@Validant.com,STS#3
OSAM-Custom Courses,https://validanto365.sharepoint.com/sites/OSAM-Custom Courses,500,JHuson@Validant.com,STS#3
OSAM-DEandI,https://validanto365.sharepoint.com/sites/OSAM-DEandI,500,JHuson@Validant.com,STS#3
OSAM-DEEP-0965-BASELINE-13485,https://validanto365.sharepoint.com/sites/OSAM-DEEP-0965-BASELINE-13485,500,JHuson@Validant.com,STS#3
OSAM-DEnI,https://validanto365.sharepoint.com/sites/OSAM-DEnI,500,JHuson@Validant.com,STS#3
OSAM-Draeger Medical -MOCK-MDSAP-APR2018-0108,https://validanto365.sharepoint.com/sites/OSAM-Draeger Medical -MOCK-MDSAP-APR2018-0108,500,JHuson@Validant.com,STS#3
OSAM-DUKA-1505-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-DUKA-1505-EU-MDR-TRANSITION,500,JHuson@Validant.com,STS#3
OSAM-ECLI-0950-STAFFAUG-RA-QA,https://validanto365.sharepoint.com/sites/OSAM-ECLI-0950-STAFFAUG-RA-QA,500,JHuson@Validant.com,STS#3
OSAM-eCW pre-engagement info,https://validanto365.sharepoint.com/sites/OSAM-eCW pre-engagement info,500,JHuson@Validant.com,STS#3
OSAM-EITA-1276-AXSESS-MDR,https://validanto365.sharepoint.com/sites/OSAM-EITA-1276-AXSESS-MDR,500,JHuson@Validant.com,STS#3
OSAM-eLearning Team,https://validanto365.sharepoint.com/sites/OSAM-eLearning Team,500,JHuson@Validant.com,STS#3
OSAM-ELEV-0777-BASELINE-13485,https://validanto365.sharepoint.com/sites/OSAM-ELEV-0777-BASELINE-13485,500,JHuson@Validant.com,STS#3
OSAM-ELEV-0777-BASELINE-13485-NEW,https://validanto365.sharepoint.com/sites/OSAM-ELEV-0777-BASELINE-13485-NEW,500,JHuson@Validant.com,STS#3
OSAM-EMF update,https://validanto365.sharepoint.com/sites/OSAM-EMF update,500,JHuson@Validant.com,STS#3
OSAM-EMF-VILT EU MDR Implementation Training,https://validanto365.sharepoint.com/sites/OSAM-EMF-VILT EU MDR Implementation Training,500,JHuson@Validant.com,STS#3
OSAM-ERCH-0493-AXSESS-MDR,https://validanto365.sharepoint.com/sites/OSAM-ERCH-0493-AXSESS-MDR,500,JHuson@Validant.com,STS#3
OSAM-ERCH-0578-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-ERCH-0578-BASE-MDR,500,JHuson@Validant.com,STS#3
OSAM-ETHI-0681-AXSESS-MDR,https://validanto365.sharepoint.com/sites/OSAM-ETHI-0681-AXSESS-MDR,500,JHuson@Validant.com,STS#3
OSAM-ETHI-1393-INTERNAL-MDR,https://validanto365.sharepoint.com/sites/OSAM-ETHI-1393-INTERNAL-MDR,500,JHuson@Validant.com,STS#3
OSAM-EU MDR Auditor Qualification,https://validanto365.sharepoint.com/sites/OSAM-EU MDR Auditor Qualification,500,JHuson@Validant.com,STS#3
OSAM-EU MDR Modules,https://validanto365.sharepoint.com/sites/OSAM-EU MDR Modules,500,JHuson@Validant.com,STS#3
OSAM-EYEQ-1381-QMS-13485-QSR,https://validanto365.sharepoint.com/sites/OSAM-EYEQ-1381-QMS-13485-QSR,500,JHuson@Validant.com,STS#3
OSAM-FACI-0817-EUA,https://validanto365.sharepoint.com/sites/OSAM-FACI-0817-EUA,500,JHuson@Validant.com,STS#3
OSAM-Feedback,https://validanto365.sharepoint.com/sites/OSAM-Feedback,500,JHuson@Validant.com,STS#3
OSAM-Flowmet-AUDIT-13485-9001-APR2018-0193,https://validanto365.sharepoint.com/sites/OSAM-Flowmet-AUDIT-13485-9001-APR2018-0193,500,JHuson@Validant.com,STS#3
OSAM-FUJIREBIO-MOCK-MDSAP-JAN2018-0119,https://validanto365.sharepoint.com/sites/OSAM-FUJIREBIO-MOCK-MDSAP-JAN2018-0119,500,JHuson@Validant.com,STS#3
OSAM-Gasco Team,https://validanto365.sharepoint.com/sites/OSAM-Gasco Team,500,JHuson@Validant.com,STS#3
OSAM-GB Minitab Update,https://validanto365.sharepoint.com/sites/OSAM-GB Minitab Update,500,JHuson@Validant.com,STS#3
OSAM-GENE-0466-510(K),https://validanto365.sharepoint.com/sites/OSAM-GENE-0466-510(K),500,JHuson@Validant.com,STS#3
OSAM-GENE-1340-MOCK-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-GENE-1340-MOCK-MDSAP,500,JHuson@Validant.com,STS#3
OSAM-Genomic Health,https://validanto365.sharepoint.com/sites/OSAM-Genomic Health,500,JHuson@Validant.com,STS#3
OSAM-Getinge-PMA-VILT-Session,https://validanto365.sharepoint.com/sites/OSAM-Getinge-PMA-VILT-Session,500,JHuson@Validant.com,STS#3
OSAM-GLOB-0935-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-GLOB-0935-US REG STRAT,500,JHuson@Validant.com,STS#3
OSAM-GLWM-1298-FDAMOCKAUDIT,https://validanto365.sharepoint.com/sites/OSAM-GLWM-1298-FDAMOCKAUDIT,500,JHuson@Validant.com,STS#3
OSAM-GRAI-1555-PREASS-IVDR,https://validanto365.sharepoint.com/sites/OSAM-GRAI-1555-PREASS-IVDR,500,JHuson@Validant.com,STS#3
OSAM-Green Belt Files for Newell Brands License 2021,https://validanto365.sharepoint.com/sites/OSAM-Green Belt Files for Newell Brands License 2021,500,JHuson@Validant.com,STS#3
OSAM-GSKC-0686-BASELINE-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-GSKC-0686-BASELINE-MDSAP,500,JHuson@Validant.com,STS#3
OSAM-HENG-1542-REGSTRAT-EU+US,https://validanto365.sharepoint.com/sites/OSAM-HENG-1542-REGSTRAT-EU+US,500,JHuson@Validant.com,STS#3
OSAM-HRT-CON-REG-STRAT-Aug 2018-0259 & QSR-Oct-0281,https://validanto365.sharepoint.com/sites/OSAM-HRT-CON-REG-STRAT-Aug 2018-0259 & QSR-Oct-0281,500,JHuson@Validant.com,STS#3
OSAM-IDET-1392-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-IDET-1392-US REG STRAT,500,JHuson@Validant.com,STS#3
OSAM-IMAG-0964-FDAMOCKAUDIT,https://validanto365.sharepoint.com/sites/OSAM-IMAG-0964-FDAMOCKAUDIT,500,JHuson@Validant.com,STS#3
OSAM-INFL-1056-QMS-QSR,https://validanto365.sharepoint.com/sites/OSAM-INFL-1056-QMS-QSR,500,JHuson@Validant.com,STS#3
OSAM-INFU-0738-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-INFU-0738-BASE-MDR,500,JHuson@Validant.com,STS#3
OSAM-INNA-1307-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-INNA-1307-US REG STRAT,500,JHuson@Validant.com,STS#3
OSAM-Inputs,https://validanto365.sharepoint.com/sites/OSAM-Inputs,500,JHuson@Validant.com,STS#3
OSAM-Inputs to Training Materials,https://validanto365.sharepoint.com/sites/OSAM-Inputs to Training Materials,500,JHuson@Validant.com,STS#3
OSAM-INST-1150-REGSTRAT-EU+US,https://validanto365.sharepoint.com/sites/OSAM-INST-1150-REGSTRAT-EU+US,500,JHuson@Validant.com,STS#3
OSAM-INST-1292-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-INST-1292-US REG STRAT,500,JHuson@Validant.com,STS#3
OSAM-Instructor Training Materials,https://validanto365.sharepoint.com/sites/OSAM-Instructor Training Materials,500,JHuson@Validant.com,STS#3
OSAM-INTE-0728-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-INTE-0728-INT- HYB,500,JHuson@Validant.com,STS#3
OSAM-Internal Audit,https://validanto365.sharepoint.com/sites/OSAM-Internal Audit,500,JHuson@Validant.com,STS#3
OSAM-INTERNAL TRAINING,https://validanto365.sharepoint.com/sites/OSAM-INTERNAL TRAINING,500,JHuson@Validant.com,STS#3
OSAM-INTU-1203-AUDIT-14000,https://validanto365.sharepoint.com/sites/OSAM-INTU-1203-AUDIT-14000,500,JHuson@Validant.com,STS#3
OSAM-INVI-1268-IVDR-CON,https://validanto365.sharepoint.com/sites/OSAM-INVI-1268-IVDR-CON,500,JHuson@Validant.com,STS#3
OSAM-IOPI-0987-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-IOPI-0987-AUDIT-13485QSR,500,JHuson@Validant.com,STS#3
OSAM-IOPI-1464-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-IOPI-1464-AUDIT-13485QSR,500,JHuson@Validant.com,STS#3
OSAM-IOQ Crew,https://validanto365.sharepoint.com/sites/OSAM-IOQ Crew,500,JHuson@Validant.com,STS#3
OSAM-IRHY-1061-MOCK-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-IRHY-1061-MOCK-MDSAP,500,JHuson@Validant.com,STS#3
OSAM-IRHY-1476-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-IRHY-1476-INT- HYB,500,JHuson@Validant.com,STS#3
OSAM-IT Admin,https://validanto365.sharepoint.com/sites/OSAM-IT Admin,500,JHuson@Validant.com,STS#3
OSAM-ITWM-1284-CEMARK,https://validanto365.sharepoint.com/sites/OSAM-ITWM-1284-CEMARK,500,JHuson@Validant.com,STS#3
OSAM-IVOC-1211-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-IVOC-1211-INT- HYB,500,JHuson@Validant.com,STS#3
OSAM-JAME-0942-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-JAME-0942-US REG STRAT,500,JHuson@Validant.com,STS#3
OSAM-JOER-0455-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-JOER-0455-BASE-MDR,500,JHuson@Validant.com,STS#3
OSAM-JOHN-0625-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-JOHN-0625-EU-MDR-TRANSITION,500,JHuson@Validant.com,STS#3
OSAM-JOHN-0899-QMS-QSR,https://validanto365.sharepoint.com/sites/OSAM-JOHN-0899-QMS-QSR,500,JHuson@Validant.com,STS#3
OSAM-Johnson and Johnson,https://validanto365.sharepoint.com/sites/OSAM-Johnson and Johnson,500,JHuson@Validant.com,STS#3
OSAM-JUBI-0740-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-JUBI-0740-BASE-MDR,500,JHuson@Validant.com,STS#3
OSAM-Jubilant EU MDR Transition Project OSAM Peeps,https://validanto365.sharepoint.com/sites/OSAM-Jubilant EU MDR Transition Project OSAM Peeps,500,JHuson@Validant.com,STS#3
OSAM-Just me,https://validanto365.sharepoint.com/sites/OSAM-Just me,500,JHuson@Validant.com,STS#3
OSAM-KB Project Planner,https://validanto365.sharepoint.com/sites/OSAM-KB Project Planner,500,JHuson@Validant.com,STS#3
OSAM-KING-1517-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-KING-1517-US REG STRAT,500,JHuson@Validant.com,STS#3
OSAM-KLS-MOCK-MDSAP-DEC2017-0079,https://validanto365.sharepoint.com/sites/OSAM-KLS-MOCK-MDSAP-DEC2017-0079,500,JHuson@Validant.com,STS#3
OSAM-KORU Medical Systems Internal Audit - Nov 2021,https://validanto365.sharepoint.com/sites/OSAM-KORU Medical Systems Internal Audit - Nov 2021,500,JHuson@Validant.com,STS#3
OSAM-KORU-0711-AUDIT-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-KORU-0711-AUDIT-MDSAP,500,JHuson@Validant.com,STS#3
OSAM-KORU-1399-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-KORU-1399-BASE-MDR,500,JHuson@Validant.com,STS#3
OSAM-KORU-1511-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-KORU-1511-INT- HYB,500,JHuson@Validant.com,STS#3
OSAM-KORU-1556-DOC-REM,https://validanto365.sharepoint.com/sites/OSAM-KORU-1556-DOC-REM,500,JHuson@Validant.com,STS#3
OSAM-KOVEN-ASSESS-QSR-13485-NOV2017-0100,https://validanto365.sharepoint.com/sites/OSAM-KOVEN-ASSESS-QSR-13485-NOV2017-0100,500,JHuson@Validant.com,STS#3
OSAM-KTHE-0663-QMS-13485-QSR,https://validanto365.sharepoint.com/sites/OSAM-KTHE-0663-QMS-13485-QSR,500,JHuson@Validant.com,STS#3
